headquarter,station,address,longitude,latitude,destLongitude,destLatitude,haver
서울소방재난본부,용산소방서,서울특별시 용산구 한강대로 167,126.9715111,37.53411645,127.0042579,37.533804,10.73363876
서울소방재난본부,은평소방서,서울특별시 은평구 통일로 962,126.9198217,37.62891142,126.9161912,37.6334945,19.33625125
서울소방재난본부,종로소방서,서울특별시 종로구 종로1길 28,126.9789086,37.57285912,126.96775,37.5684083,14.74714832
서울소방재난본부,중부소방서,서울특별시 중구 퇴계로 394,127.0154071,37.56486636,127.005671,37.5672138,15.81015425
서울소방재난본부,중랑소방서,서울특별시 중랑구 신내로 183,127.0948066,37.61535603,127.0978309,37.6132762,24.66790456
부산소방재난본부,강서소방서,부산광역시 강서구 녹산산단361로 9,128.8568043,35.08951686,128.8056169,35.2086652,316.1751807
부산소방재난본부,금정소방서,부산광역시 금정구 중앙대로 1789,129.0928365,35.24409087,129.093593,35.2672656,314.656347
부산소방재난본부,기장소방서,부산광역시 기장군 정관면 용수로 7,129.1798859,35.32489636,129.2435492,35.3214002,312.6475862
부산소방재난본부,부산진소방서,부산광역시 동구 범일로 115,129.0590503,35.1404229,129.0590772,35.140867,321.9956102
부산소방재난본부,북부소방서,부산광역시 사상구 삼덕로 17,128.9787819,35.17450051,129.006575,35.1533821,314.6421125
부산소방재난본부,사하소방서,부산광역시 사하구 장평로 270,128.9734802,35.09003817,129.0139595,35.0809636,322.0439808
부산소방재난본부,남부소방서,부산광역시 수영구 광일로 64,129.1070409,35.1631628,129.1131037,35.16088,322.5773003
부산소방재난본부,동래소방서,부산광역시 연제구 고분로 216,129.1055763,35.18432568,129.096142,35.1969249,320.6239295
부산소방재난본부,항만소방서,부산광역시 영도구 해양로 297,129.076882,35.08179148,129.043866,35.0919442,328.2208778
부산소방재난본부,중부소방서,부산광역시 중구 충장대로 6,129.0371207,35.10469818,129.0324148,35.1076838,324.0410258
부산소방재난본부,해운대소방서,부산광역시 해운대구 해운대해변로 106,129.1437306,35.15959012,129.1556545,35.1614208,324.9166196
대구소방안전본부,달서소방서,대구광역시 달서구 학산로 75,128.5347137,35.83108441,128.5541817,35.833148,232.1329402
대구소방안전본부,강서소방서,대구광역시 달성군 다사읍 달구벌대로 920,128.4674237,35.85542194,128.4801315,35.8538856,226.2632392
대구소방안전본부,달성소방서,대구광역시 달성군 현풍읍 비슬로 480,128.4469823,35.68268183,128.5250991,35.814713,240.6976923
대구소방안전본부,동부소방서,대구광역시 동구 동대구로 507,128.6253187,35.87600981,128.6244071,35.8842611,233.4826627
대구소방안전본부,북부소방서,대구광역시 북구 칠성남로 112,128.5922055,35.87808446,128.588613,35.870924,231.3715457
대구소방안전본부,서부소방서,대구광역시 서구 달서천로 186,128.5544208,35.88185152,128.540587,35.85964,228.8658682
대구소방안전본부,수성소방서,대구광역시 수성구 청호로 87,128.6445106,35.82533164,128.7057175,35.8402416,238.8947648
대구소방안전본부,중부소방서,대구광역시 중구 달구벌대로 1926,128.575183,35.86256412,128.5831323,35.8694728,231.7108787
광주소방안전본부,광산소방서,광주광역시 광산구 하남산단1번로 13,126.7965508,35.18598644,126.8009264,35.1665416,252.5515101
광주소방안전본부,남부소방서,광주광역시 남구 송암로58번길 13,126.8783748,35.11045767,126.8994848,35.1177147,260.7855476
광주소방안전본부,동부소방서,광주광역시 동구 제봉로 210,126.9148341,35.15446628,126.906773,35.1586417,255.8875967
광주소방안전본부,북부소방서,광주광역시 북구 서하로 290,126.9121962,35.18674202,126.897925,35.185676,252.2976523
광주소방안전본부,서부소방서,광주광역시 서구 화운로 197,126.8765502,35.15654251,126.8688067,35.15618284,255.6626123
인천소방본부,강화소방서,인천광역시  강화군 강화읍 남문로 23번길 11,126.4873971,37.73970029,126.4859916,37.7360483,48.19203666
인천소방본부,계양소방서,인천광역시  계양구 장제로 774,126.7347869,37.53711434,126.7343174,37.5322162,17.20243448
인천소방본부,미추홀소방서,인천광역시  남구 인하로 190,126.6693774,37.44840592,126.6807094,37.462204,20.42545277
인천소방본부,공단소방서,인천광역시  남동구 남동서로 208,126.6929759,37.4081294,126.6704928,37.407958,19.07872813
인천소방본부,남동소방서,인천광역시  남동구 인주대로 714,126.7164968,37.44887794,126.7092258,37.452171,16.26758127
인천소방본부,부평소방서,인천광역시  부평구 부평대로 324,126.7221429,37.52032308,126.7199858,37.506872,17.30695022
인천소방본부,서부소방서,인천광역시  서구 서곶로 292,126.6772053,37.54334283,126.6836103,37.5424165,21.98462838
인천소방본부,송도소방서,인천광역시  연수구 첨단대로60번길 15,126.6515994,37.36720757,126.6704928,37.407958,24.0911589
인천소방본부,중부소방서,인천광역시  중구 인중로 204,126.6222686,37.47019166,126.6321078,37.471217,24.61717494
인천소방본부,영종소방서,인천광역시  중구 중구 제2터미널대로 268,127.3726933,36.35292522,127.3819903,36.3552891,129.6074283
대전소방본부,대덕소방서,대전광역시 대덕구 계족로 682,127.4290306,36.37240222,127.4285488,36.3683976,129.2930711
대전소방본부,동부소방서,대전광역시 동구 계족로 300,127.4373828,36.33937821,127.4358,36.3482369,132.9892063
대전소방본부,둔산소방서,대전광역시 서구 갈마중로 15,127.3711195,36.34786974,127.3819903,36.3552891,130.0947748
대전소방본부,서부소방서,대전광역시 서구 북부서로 67,127.4344766,36.35800075,127.4358,36.3482369,130.9625815
대전소방본부,유성소방서,대전광역시 유성구 대덕대로 516,127.3791122,36.37882158,127.3819903,36.3552891,127.0740677
울산소방본부,남부소방서,울산광역시 남구 삼산중로 149,129.3354359,35.54713029,129.3231103,35.5462649,303.955881
울산소방본부,동부소방서,울산광역시 동구 꽃바위2가길 9,129.4126383,35.48248412,129.4289116,35.5200702,313.9797945
울산소방본부,북부소방서,울산광역시 북구 화동로 178,129.3703614,35.60676447,129.3590343,35.5828446,301.5790139
울산소방본부,온산소방서,울산광역시 울주군 온산읍 덕신로 232,129.306633,35.43336799,129.3052035,35.5315232,311.2415666
세종소방본부,중부소방서,울산광역시 중구 종가로 205,129.2994879,35.56298822,129.3020785,35.553448,300.4111206
세종소방본부,세종소방서,세종특별자치시 절재로 301,127.2739109,36.50603896,127.2581036,36.51952392,110.6804581
세종소방본부,조치원소방서,세종특별자치시 조치원읍 세종로 2439,127.2889137,36.60479896,127.3216409,36.6364294,100.6983083
경기재난안전본부,가평소방서,경기도 가평군 가평읍 가화로36,127.5165538,37.82329426,127.7399592,37.8840791,67.91546913
경기재난안전본부,고양소방서,경기도 고양시 덕양구 고양대로 1342,126.8332817,37.65508635,126.8317297,37.6424757,22.95224873
경기재난안전본부,일산소방서,경기도 고양시 일산동구 중앙로 1325,126.7696769,37.66331878,126.7757374,37.6541317,25.81059971
경기재난안전본부,과천소방서,경기도 과천시 통영로 12,126.9903875,37.4286564,126.9620529,37.3917575,8.478967154
경기재난안전본부,광명소방서,경기도 광명시 금하로 472,126.8852021,37.44870089,126.9005836,37.4556869,1.5642872
경기재난안전본부,광주소방서,경기도 광주시 초월읍 무들로 112,127.299615,37.38556167,127.2602408,37.4109444,36.09111251
경기재난안전본부,구리소방서,경기도 구리시 아차산로 487번길 46,127.1278413,37.59826103,127.1324273,37.6012985,25.55318953
경기재난안전본부,군포소방서,경기도 군포시 고산로 429,126.9270488,37.35257535,126.9336147,37.3594127,11.70138202
경기재난안전본부,김포소방서,경기도 김포시 감암로 111,126.7085146,37.64161043,126.7107331,37.6323325,26.72304067
경기재난안전본부,남양주소방서,경기도 남양주시 평내로 25,127.2323235,37.64329867,127.2043933,37.6823474,35.92366331
경기재난안전본부,동두천소방서,경기도 동두천시 지행로 6,127.0475212,37.89224546,127.1481116,37.8274803,50.23620755
경기재난안전본부,부천소방서,경기도 부천시 원미구 신흥로 115,126.7772086,37.4944353,126.7841872,37.4925524,11.70896506
경기재난안전본부,분당소방서,경기도 성남시 분당구 양현로 14,127.1194042,37.38600348,127.1217783,37.3882035,20.81971643
경기재난안전본부,성남소방서,경기도 성남시 수정구 제일로 111,127.133505,37.43670496,127.1290046,37.4398589,20.67046176
경기재난안전본부,수원소방서,경기도 수원시 장안구 정자천로 189번길 12,126.9959894,37.29719327,126.9963375,37.2918917,19.5362582
경기재난안전본부,수원남부소방서,경기도 수원시 권선구 동수원로 286 ,127.0363754,37.25473433,127.0344741,37.2781302,25.36438058
경기재난안전본부,시흥소방서,경기도 시흥시 정왕신길로 206 ,126.7396128,37.34952169,126.7245975,37.3529459,18.48066514
경기재난안전본부,안산소방서,경기도 안산시 단원구 화랑로 407,126.8331904,37.32126766,126.8249033,37.3185144,16.08902613
경기재난안전본부,안성소방서,경기도 안성시 미양로 855,127.2560309,37.00054065,127.2709213,37.0062179,59.59647363
경기재난안전본부,안양소방서,경기도 안양시 동안구 동안로 82,126.9605542,37.39676117,126.9620529,37.3917575,8.424718492
경기재난안전본부,양주소방서,경기도 양주시 백석읍 꿈나무로 156,126.9894409,37.7957048,127.0451394,37.749733,38.60967461
경기재난안전본부,양평소방서,경기도 양평군 양평읍 경강로 2047,127.5073432,37.50032941,127.2602408,37.4109444,53.77179032
경기북부소방재난본부,여주소방서,경기도 여주시 우암로 110,127.6258241,37.29173285,127.4325729,37.2827618,66.62903033
경기북부소방재난본부,연천소방서,경기도 연천군 전곡읍 평화로 892,127.0683932,38.04832378,127.19828,37.9033163,67.52961195
경기북부소방재난본부,오산소방서,경기도 오산시 청학로 67,127.0646263,37.15499756,127.0682104,37.1542524,36.44750348
경기북부소방재난본부,용인소방서,경기도 용인시 처인구 명지로 45,127.1898754,37.23222737,127.2114648,37.2314883,35.65689302
경기북부소방재난본부,의왕소방서,경기도 의왕시 오봉로 9,126.9746707,37.34415249,126.9473164,37.358672,14.02290451
경기북부소방재난본부,의정부소방서,경기도 의정부시 의정로 48,127.0353735,37.73714443,127.0425004,37.741161,33.47397508
경기북부소방재난본부,이천소방서,경기도 이천시 경충대로 2739,127.4316685,37.28214102,127.4325729,37.2827618,50.74516944
경기북부소방재난본부,파주소방서,경기도 파주시 파주읍 통일로1564,126.7895451,37.84748982,126.7801503,37.7550649,44.64980916
경기북부소방재난본부,송탄소방서,경기도 평택시 경기대로 1637,127.0619362,37.09128639,127.057003,37.048256,42.96123074
경기북부소방재난본부,평택소방서,경기도 평택시 남부문예회관앞길 11,127.1122945,36.99238941,127.1204114,36.9906277,54.82080564
경기북부소방재난본부,포천소방서,경기도 포천시 군내면 호국로 1538,127.2025469,37.89140329,127.19828,37.9033163,55.25978015
경기북부소방재난본부,하남소방서,경기도 하남시 대청로 76 ,127.2203927,37.53975091,127.1573794,37.5534484,29.72160595
경기북부소방재난본부,화성소방서,경기도 화성시 향남읍 향남로 399,126.9205434,37.13116451,126.9108361,37.1312957,36.12846376
강원소방본부,강릉소방서,강원도 강릉시 선수촌로 64-28,128.8728486,37.75737802,128.8888317,37.7492828,176.9441163
강원소방본부,고성소방서,강원도 고성군 간성읍 수성로 37-11,128.474012,38.37688687,128.5892485,38.2164607,171.8777539
강원소방본부,동해소방서,강원도 동해시 천곡로 120,129.118506,37.52459222,129.1074625,37.5299417,195.8296563
강원소방본부,삼척소방서,강원도 삼척시 봉황로 101,129.1707889,37.44686387,129.1638017,37.4403018,200.3988395
강원소방본부,속초소방서,강원도 속초시 미시령로 3226,128.5600811,38.20363595,128.5783901,38.1980014,167.8027889
강원소방본부,양구소방서,강원도 양구군 양구읍 중심로 92,127.9939157,38.09893562,127.7399592,37.8840791,119.7877748
강원소방본부,양양소방서,강원도 양양군 양양읍 남대천로 33,128.6224979,38.06743221,128.5783901,38.1980014,165.9466133
강원소방본부,영월소방서,강원도 영월군 영월읍 영월로 1863,128.4585009,37.18535547,128.4652388,37.1864525,141.0038659
강원소방본부,원주소방서,강원도 원주시 동부순환로 201,127.9730101,37.33361615,127.949225,37.332608,95.70643298
강원소방본부,인제소방서,강원도 인제군 인제읍 비봉로 44번길 71,128.168573,38.06149615,128.5783901,38.1980014,130.2411281
강원소방본부,정선소방서,강원도 정선군 정선읍 녹송로 27,128.6719023,37.37966423,128.4652388,37.1864525,156.6584274
강원소방본부,철원소방서,강원도 철원군 갈말읍 태봉로 1504,127.3237498,38.18549358,127.19828,37.9033163,89.2580191
강원소방본부,춘천소방서,강원도 춘천시 후석로 446,127.7435241,37.88935912,127.7399592,37.8840791,88.4836552
강원소방본부,태백소방서,강원도 태백시 태백로 1120,128.9893419,37.15854849,129.0043366,37.1040964,187.6660001
강원소방본부,평창소방서,강원도 평창군 평창읍 살구실길 10,128.3892874,37.37821258,128.4652388,37.1864525,131.7554418
강원소방본부,홍천소방서,강원도 홍천군 홍천읍 공작산로 99,127.9023874,37.69152241,127.8948538,37.6908303,92.10056953
강원소방본부,횡성소방서,강원도 횡성군 횡성읍 문예로 157,127.9739715,37.48532429,127.9456639,37.3490013,94.78523021
강원소방본부,화천소방서,강원도 화천군 위라리길 47,127.7135069,38.09796219,127.7399592,37.8840791,101.0197669
충북소방본부,괴산소방서,충청북도 괴산군 괴산읍 괴강로 69,127.801389,36.80756528,127.9288169,36.9789801,107.5669673
충북소방본부,단양소방서,충청북도 단양군 단양읍 별곡리 산28-4,128.3556925,36.99033391,128.2062355,37.138611,138.8405965
충북소방본부,보은소방서,충청북도 보은군 보은읍 남부로 4415,127.7220577,36.4769764,127.5720868,36.3134813,131.032776
충북소방본부,영동소방서,충청북도 영동군 영동읍 영동황간로 174,127.7890893,36.16565191,127.5720868,36.3134813,163.806456
충북소방본부,옥천소방서,충청북도 옥천군 옥천읍 중앙로 132,127.5741976,36.30795569,127.5720868,36.3134813,140.9843422
충북소방본부,음성소방서,충청북도 음성군 금왕읍 응천서길 11,127.5954524,36.98974484,127.4404044,36.8585629,80.43455257
충북소방본부,제천소방서,충청북도 제천시 신죽하로 2164,128.2125185,37.16201415,128.233951,37.1634681,120.5369009
충북소방본부,증평소방서,충청북도 증평군 충청대로 1789,127.5837589,36.78787493,127.4404044,36.8585629,95.82773644
충북소방본부,진천소방서,충청북도 진천군 진천읍 진광로 93,127.441229,36.87254099,127.4404044,36.8585629,80.62077331
충북소방본부,청주동부소방서,충청북도 청주시 상당구 영운로 61,127.494959,36.62098331,127.496538,36.619507,106.7600893
충북소방본부,청주서부소방서,충청북도 청주시 흥덕구 풍산로 64,127.4371759,36.62929237,127.4308627,36.6235047,103.4987584
충북소방본부,충주소방서,충청북도 충주시 도매시장4길 9번,127.9215429,37.00408655,127.9288169,36.9789801,103.4017191
충남소방본부,계룡소방서,충청남도 계룡시 두마면 사계로 46,127.2649305,36.26818304,127.342613,36.306642,135.9645316
충남소방본부,공주소방서,충청남도 공주시 무령로 55,127.107972,36.45926848,127.1094762,36.458987,112.3186462
충남소방본부,금산소방서,충청남도 금산군 금산읍 삼풍로 2,127.4801146,36.09989479,127.415363,36.316908,159.3472718
충남소방본부,논산소방서,충청남도 논산시 대학로 17,127.1003998,36.17824406,127.0944739,36.192193,143.1545746
충남소방본부,당진소방서,충청남도 당진시 역천로 838,126.617803,36.88596185,126.6843802,36.9044521,68.12540362
충남소방본부,보령소방서,충청남도 보령시 성주산로 63,126.6083019,36.3333483,126.6228522,36.3811282,127.4762361
충남소방본부,부여소방서,충청남도 부여군 규암면 계백로 17,126.8822478,36.27495034,127.0944739,36.192193,131.3022281
충남소방본부,서산소방서,충청남도 서산시 호수공원14로 26-4,126.4448921,36.77330969,126.4652578,36.7755835,85.96473684
충남소방본부,서천소방서,충청남도 서천군 장항읍 장항로 37,126.6830162,36.0134975,126.7372167,35.9773474,161.5319709
충남소방본부,아산소방서,충청남도 아산시 모종로 77,127.0257482,36.78604976,127.0198062,36.7792648,75.28276334
충남소방본부,예산소방서,충청남도 예산군 오가면 오가중앙로 111,126.8018387,36.6866128,126.8379717,36.6910744,85.96481232
충남소방본부,천안동남소방서,충청남도 천안시 동남구 천안대로 580,127.1650122,36.79999185,127.1358588,36.8027381,76.58608702
충남소방본부,천안서북소방서,충청남도 천안시 서북구 직산읍 4산단 2길 32,127.1160009,36.86250371,127.172575,36.8415904,68.66594097
충남소방본부,청양소방서,충청남도 청양군 청양읍 충절로 1187,126.7922204,36.45114945,126.6228522,36.3811282,112.1138579
충남소방본부,태안소방서,충청남도 태안군 태안읍 동백로 100,126.2863903,36.75799648,126.4652578,36.7755835,94.78968045
충남소방본부,홍성소방서,충청남도 홍성군 홍성읍 충절로 741,126.695766,36.58520249,126.674413,36.599349,98.48670522
전북소방본부,고창소방서,전라북도 고창군 고창읍 녹두로 1294,126.6879289,35.43289714,126.6933531,35.4364278,225.726951
전북소방본부,군산소방서,전라북도 군산시 번영로 308,126.7510633,35.96284292,126.7372167,35.9773474,166.5310751
전북소방본부,김제소방서,전라북도 김제시 벽성로 278,126.8700327,35.7989598,126.7344047,35.7248858,184.2400713
전북소방본부,남원소방서,전라북도 남원시 요천로 1965,127.4169053,35.43676548,127.4073171,35.4318756,229.1940977
전북소방본부,부안소방서,전라북도 부안군 행안면 변산로 86,126.7118924,35.72979662,126.7344047,35.7248858,192.64831
전북소방본부,순창소방서,전라북도 순창군 순창읍 교성로 24,127.1339121,35.37205158,127.4073171,35.4318756,232.6286095
전북소방본부,완주소방서,전라북도 완주군 삼례읍 삼봉로 518,127.1241609,35.92637438,127.1411626,35.8470974,171.2163384
전북소방본부,익산소방서,전라북도 익산시 무왕로 1338,127.0051171,35.96225384,126.9665159,35.9616504,166.3236119
전북소방본부,무진장소방서,전라북도 장수군 장계면 육십령로 136,127.5896144,35.73229389,127.4073171,35.4318756,201.2619026
전북소방본부,전주덕진소방서,전라북도 전주시 덕진구 백제대로 611,127.1363824,35.84215549,127.1411626,35.8470974,180.6455581
전북소방본부,전주완산소방서,전라북도 전주시 완산구 거마평로 73,127.1164887,35.79928005,127.1248117,35.8152449,185.1890815
전북소방본부,정읍소방서,전라북도 정읍시 서부산업도로 507-5,126.858961,35.58809491,126.8234125,35.5888321,207.7003383
전남소방본부,강진소방서,전라남도 강진군 군동면 중앙로 223,126.7805877,34.64287598,126.9108915,34.6771753,312.9566297
전남소방본부,고흥소방서,전라남도 고흥군 풍양면 고흥로 1330,127.2559982,34.58147084,127.2939625,34.6210654,321.1923604
전남소방본부,광양소방서,전라남도 광양시 중마중앙로 109,127.6977088,34.94008786,127.6969657,34.9361846,288.7189143
전남소방본부,나주소방서,전라남도 나주시 예향로 4201,126.7099052,35.02780537,126.7213975,35.0363159,270.5093195
전남소방본부,담양소방서,전라남도 담양군 담양읍 추성로 1232,126.9731012,35.31814742,126.8976135,35.2028543,237.7724749
전남소방본부,목포소방서,전라남도 목포시 삼향천로 110,126.4302358,34.80995962,126.4206,34.8045333,297.2074718
전남소방본부,무안소방서,전라남도 무안군 무안읍 공항골 133-9,126.4665432,34.99637352,126.4893985,34.9916302,276.2200566
전남소방본부,보성소방서,전라남도 보성군 벌교읍 녹색로 5247,127.3154874,34.8384603,127.4844458,34.9514574,293.396474
전남소방본부,순천소방서,전라남도 순천시 서면 삼산로 281,127.5040162,34.98664382,127.5249267,34.9611351,279.8289001
전남소방본부,여수소방서,전라남도 여수시 망마로 20,127.665286,34.7600244,127.6543239,34.7691121,307.512216
전남소방본부,영광소방서,전라남도 영광군 영광읍 함영로 3508,126.5090962,35.26305616,126.510877,35.274938,246.3163796
전남소방본부,영암소방서,전라남도 영암군 삼호읍 나불로 192,126.4393355,34.76664817,126.4206,34.8045333,301.8637518
전남소방본부,장성소방서,전라남도 장성군 장성읍 단풍로 204,126.799716,35.32047583,126.8453041,35.2211088,237.5965355
전남소방본부,함평소방서,전라남도 함평군 대동면 학동로386,126.5390859,35.06043448,126.4893985,34.9916302,268.3045967
전남소방본부,해남소방서,전라남도 해남군 해남읍 교육청길 82,126.6078568,34.56627887,126.6127915,34.5717972,322.3644247
전남소방본부,장흥소방서,전라남도 장흥군 장흥읍 원도리 215,126.915689,34.68902088,126.9108915,34.6771753,307.6426441
전남소방본부,화순소방서,전라남도 화순군 화순읍 학포로 2750,126.9715012,35.05065705,127.0025,35.0594333,267.5030536
경북소방본부,고령소방서,경상북도 고령군 고령읍 벽화길 18,128.2687213,35.72405022,128.4801315,35.8538856,228.0183481
경북소방본부,구미소방서,경상북도 구미시 수출대로 112,128.3765227,36.11054074,128.3827377,36.1029182,199.1155373
경북소방본부,김천소방서,경상북도 김천시 강변로 219,128.1226364,36.10678185,128.1264391,36.1227232,185.3130409
경북소방본부,문경소방서,경상북도 문경시 중앙로 305,128.2097728,36.61036589,128.189225,36.58444,149.4634373
경북소방본부,상주소방서,경상북도 상주시 상산로 322,128.1594858,36.41961424,128.159725,36.4203096,160.5932599
경북소방본부,성주소방서,경상북도 성주군 성주읍 주산로 193,128.3048399,35.93395013,128.4801315,35.8538856,210.4873161
경북소방본부,안동소방서,경상북도 안동시 육사로 301,128.7373749,36.5610672,128.7321116,36.5682206,191.0342919
경북소방본부,영덕소방서,경상북도 영덕군 영덕읍 경동로 8401,129.3710056,36.41669482,129.3670367,36.0482631,248.095324
경북소방본부,영주소방서,경상북도 영주시 문수면 적서로 448번길 17,128.633236,36.79185964,128.6040043,36.8252568,170.4263019
경북소방본부,영천소방서,경상북도 영천시 호국로 187,128.9578727,35.97763191,128.913212,35.957285,246.2351864
경북소방본부,울진소방서,경상북도 울진군 울진읍 울진북로 508,129.3946044,36.99348653,129.0043366,37.1040964,226.7180429
경북소방본부,예천소방서,경상북도 예천군 예천읍 양궁로 61-12,128.4634264,36.64809308,128.6040043,36.8252568,165.2223413
경북소방본부,의성소방서,경상북도 의성군 봉양면 경상북도대로 4741,128.599046,36.31177782,128.7010976,36.5467408,197.4738654
경북소방본부,청도소방서,경상북도 청도군 청도읍 중앙로 192-34,128.763171,35.6482086,128.7401,35.8086667,260.8982506
경북소방본부,칠곡소방서,경상북도 칠곡군 기산면 칠곡대로 1216,128.3881174,35.99563456,128.4227832,36.0962038,209.5968833
경북소방본부,포항남부소방서,경상북도 포항시 남구 동해안로 5890,129.4189182,35.99338754,129.3622256,36.0177172,277.1372018
경북소방본부,포항북부소방서,경상북도 포항시 북구 중앙로 332,129.3660798,36.04248641,129.3670367,36.0482631,270.0698879
경북소방본부,경주소방서,경상북도 경주시 알천남로 276,129.2284002,35.84409185,129.1966582,35.8583076,274.2800921
경북소방본부,경산소방서,경상북도 경산시 압량면 김유신로 12,128.7695813,35.83845944,128.7401,35.8086667,245.2248759
경남소방본부,거제소방서,경상남도 거제시 진목로 1,128.6861683,34.89614733,128.6436423,34.8977185,326.6135288
경남소방본부,거창소방서,경상남도 거창군 거창읍 거함대로 3324,127.9232843,35.67779079,128.1264391,36.1227232,217.7680013
경남소방본부,고성소방서,경상남도 고성군 고성읍 남해안대로 2670,128.3305931,34.98117196,128.1286241,35.1669658,303.5780252
경남소방본부,김해동부소방서,경상남도 김해시 김해대로 2507,128.9011631,35.22857879,128.8931625,35.2306263,305.6517577
경남소방본부,김해서부소방서,경상남도 김해시 장유로 341,128.8172815,35.19656289,128.8056169,35.2086652,304.2626904
경남소방본부,남해소방서,경상남도 남해군 남해읍 스포츠로 81,127.8926078,34.82945073,127.728018,34.7450673,305.302845
경남소방본부,밀양소방서,경상남도 밀양시 밀양대로 1760,128.7533304,35.48283599,128.8615328,35.2623214,274.8880385
경남소방본부,사천소방서,경상남도 사천시 남일로 29,128.079801,34.9331418,128.1286241,35.1669658,299.783218
경남소방본부,산청소방서,경상남도 산청군 산청읍 중앙로 76-7,127.8834582,35.41524408,128.0902544,35.1794723,243.3244754
경남소방본부,양산소방서,경상남도 양산시 물금읍 황산로 719,129.0105602,35.33434004,129.0057274,35.3281501,302.1509795
경남소방본부,의령소방서,경상남도 의령군 의령읍 의병로 108-17,128.2482902,35.31951187,128.1286241,35.1669658,266.4032557
경남소방본부,진주소방서,경상남도 진주시 동진로 249,128.1185103,35.18036148,128.1286241,35.1669658,275.5255931
경남소방본부,창녕소방서,경상남도 창녕군 대지면 우포2로 1097,128.4790652,35.55044721,128.5519785,35.8028206,254.5231327
창원소방본부,마산소방서,경상남도 창원시 마산합포구 제2부두로 55,128.5749545,35.19801852,128.5676,35.199085,292.4259745
창원소방본부,진해소방서,경상남도 창원시 진해구 진해대로 1101,128.7101884,35.13342979,128.6981494,35.1549332,304.9121375
창원소방본부,창원소방서,경상남도 창원시 의창구 상남로 165,128.6855895,35.22747301,128.6865915,35.2212186,294.8561342
경남소방본부,통영소방서,경상남도 통영시 광도면 죽림4로 49,128.4189896,34.88357166,128.6261659,34.8736095,316.8103314
경남소방본부,하동소방서,경상남도 하동군 금성면 금성로 15,127.7956619,34.97795131,127.6969657,34.9361846,286.9703621
경남소방본부,함안소방서,경상남도 함안군 가야읍 선왕길 59,128.3997173,35.28593058,128.50965,35.248035,276.078322
경남소방본부,함양소방서,경상남도 함양군 함양읍 고운로 161-41,127.7419963,35.52383162,127.4073171,35.4318756,227.5984853
경남소방본부,합천소방서,경상남도 합천군 합천읍 인덕로 2453,128.1485387,35.57278774,128.4801315,35.8538856,237.2145853
제주소방본부,서귀포소방서,제주특별자치도 서귀포시 서호남로 20,126.5140296,33.2496168,126.5639216,33.2555355,469.0048774
제주소방본부,동부소방서,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,126.9096391,33.46025954,126.5452109,33.4671105,444.2726222
제주소방본부,제주소방서,제주특별자치도 제주시 중앙로 342,126.5365249,33.4908522,126.5461481,33.4963547,442.0997892
